Date,Event,Type,Location,Source,URL,Sl. No,Month,Date.1,Month.1,Year,Country,Type of Event,Place Name,Impact,Affected Population,Important Person/Group Responsible,Outcome
04/11/2017,RitzUnknownCarlton Riyadh Detentions,,,,,514,11,4,November,2017,Saudi Arabia,AntiUnknownCorruption Effort,Riyadh,"Prominent figures were detained in an antiUnknowncorruption crackdown, seen as consolidating power around the Crown Prince.",Saudi elites,Mohammed bin Salman,Mixed
06/11/2017,Vietnam Hosts APEC Summit,,,,,450,11,6,November,2017,Vietnam,International Summit,Da Nang,"Hosted leaders from the AsiaUnknownPacific region, showcasing Vietnam's role on the international stage.","Global leaders, Vietnamese people",Government of Vietnam,Positive
21/11/2017,Coup d'état Leads to Mugabe's Resignation,,,,,1052,11,21,November,2017,Zimbabwe,Coup,"Harare, Zimbabwe","Ended Robert Mugabe's 37Unknownyear rule, Emmerson Mnangagwa became president.",Zimbabweans,"Zimbabwean Military, Emmerson Mnangagwa",Mixed
06/12/2017,US Recognition of Jerusalem as Israel's Capital,,,,,689,12,6,December,2017,USA,International Policy,International,"Shifted US foreign policy, leading to global reactions and tensions.",International community,"Donald Trump, Israeli government",Mixed
07/12/2017,SameUnknownSex Marriage Legalization,,,,,352,12,7,December,2017,Australia,Legal/Social,Australia,"Legalized sameUnknownsex marriage, marking a significant advancement in LGBTQ+ rights.",LGBTQ+ Australians,Australian Parliament,Positive
04/03/2018,Skripal Poisoning Incident,,,,,259,3,4,March,2018,Russia,International Incident,"Salisbury, UK","Led to a diplomatic crisis between Russia and Western countries, with accusations of Russian involvement.","Skripal family, UK citizens",Russian government (alleged),Negative
08/03/2018,Women's Rights March,,,,,914,3,8,March,2018,Spain,Social Movement,Nationwide,Largest feminist demonstration in Spanish history,"Spanish population, especially women",Women's rights organizations,Positive
02/04/2018,Appointment of Abiy Ahmed,,,,,1053,4,2,April,2018,Ethiopia,Political,Ethiopia,Led to significant political reforms and a peace agreement with Eritrea.,Ethiopians,Abiy Ahmed,Positive
27/04/2018,2018 InterUnknownKorean Summit,,,,,432,4,27,April,2018,South Korea,Diplomatic,Panmunjom,"Leaders of North and South Korea met for talks, renewing hopes for peace and denuclearization on the peninsula.",Koreans,"Moon JaeUnknownin, Kim JongUnknownun",Positive
08/05/2018,US Withdrawal from the JCPOA,,,,,632,5,8,May,2018,Iran,Diplomatic Event,Iran,"US withdrawal from the nuclear deal, leading to heightened tensions and economic sanctions.",Iranian citizens,Donald Trump,Negative
09/05/2018,Pakatan Harapan Electoral Victory,,,,,638,5,9,May,2018,Malaysia,General Election,Malaysia,"The opposition coalition's victory, ending six decades of UMNOUnknownled government rule.",Malaysian citizens,Mahathir Mohamad,Positive
31/05/2018,Abolition of FATA,,,,,102,5,31,May,2018,Pakistan,Administrative,Federally Administered Tribal Areas,"Integrated the tribal regions into the Khyber Pakhtunkhwa province, aiming to mainstream the governance.",Residents of FATA,Government of Pakistan,Positive
01/06/2018,NoUnknownConfidence Vote Against Rajoy,,,,,920,6,1,June,2018,Spain,Political,Spain,"Led to the fall of Rajoy's government, Pedro Sánchez becomes Prime Minister",Spanish population,Spanish Parliament,Mixed
23/06/2018,Tham Luang Cave Rescue,,,,,654,6,23,June,2018,Thailand,Rescue Operation,Tham Luang Cave,"A youth football team and their coach were trapped in a cave for 18 days, global rescue effort.",12 boys and their coach,"Divers, pumps, and rescue equipment",Positive
24/06/2018,Women Allowed to Drive,,,,,510,6,24,June,2018,Saudi Arabia,Social Reform,Unknown,"Ended the world's only ban on female drivers, part of broader social reforms to improve women's rights.",Saudi women,Mohammed bin Salman,Positive
15/07/2018,France Wins the 2018 FIFA World Cup,,,,,841,7,15,July,2018,France,Sport,Moscow,Second World Cup win boosting national pride,French population,French national football team,Positive
18/08/2018,Imran Khan Elected as Prime Minister,,,,,101,8,18,August,2018,Pakistan,Political,Islamabad,"Marks the first time a former cricketer transitioned to the Prime Minister, promising reform.",Pakistani citizens,Pakistan TehreekUnknowneUnknownInsaf (PTI),Positive
06/09/2018,Decriminalisation of Section 377,,,,,51,9,6,September,2018,India,Legal,Nationwide,"Landmark judgement for LGBTQ+ rights in India, decriminalizing homosexuality",LGBTQ+ community,Supreme Court of India,Positive
23/09/2018,Presidential Election Victory of Ibrahim Solih,,,,,637,9,23,September,2018,Maldives,Electoral Victory,Maldives,Marked a significant shift in the political landscape towards democratic reform.,Maldivian citizens,Ibrahim Mohamed Solih,Positive
02/10/2018,Khashoggi Assassination,,,,,513,10,2,October,2018,Saudi Arabia,Diplomatic Incident,"Istanbul, Turkey",The murder of journalist Jamal Khashoggi in the Saudi consulate led to international outcry and strained relations.,International community,Saudi Government,Negative
17/10/2018,Cannabis Legalization,,,,,740,10,17,October,2018,Canada,Legislative,Nationwide,Canada became the second country to legalize the recreational use of cannabis.,Canadian adults,Justin Trudeau,Positive
31/10/2018,Statue of Unity Unveiled,,,,,38,10,31,October,2018,India,Cultural/Political,Gujarat,"Became the world's tallest statue, symbolizing unity",Indian citizens,Government of India,Positive
17/11/2018,Yellow Vest Protests,,,,,840,11,17,November,2018,France,Protests,Various,Nationwide protests against fuel taxes and economic inequality,French population,Protesters,Mixed
19/12/2018,Sudanese Revolution,,,,,1054,12,19,December,2018,Sudan,Revolution,Sudan,"Overthrow of President Omar alUnknownBashir, leading to transitional government.",Sudanese,"Sudanese protestors, military",Positive
01/01/2019,Bolsonaro Presidency Begins,,,,,1086,1,1,January,2019,Brazil,Political,Brazil,Marked by controversial environmental policies and conservative agenda,Brazilian population,Jair Bolsonaro,Mixed
15/01/2019,Nairobi's DusitD2 Complex Attack,,,,,1058,1,15,January,2019,Kenya,Terrorism,"Nairobi, Kenya",Highlighted the ongoing threat of terrorism in East Africa.,Kenyans,AlUnknownShabaab,Negative
14/02/2019,2019 Pulwama Attack and IndiaUnknownPakistan Standoff,,,,,103,2,14,February,2019,Pakistan,Military/Political,"Pulwama, India","Led to heightened military tensions between India and Pakistan, including crossUnknownborder air strikes.",Citizens of India and Pakistan,"JaishUnknowneUnknownMohammed, Governments of India and Pakistan",Negative
14/02/2019,Pulwama Terrorist Attack,,,,,54,2,14,February,2019,India,Terrorism,"Pulwama, Jammu and Kashmir",Led to a significant military and diplomatic standoff between India and Pakistan,Indian security forces,JaishUnknowneUnknownMohammed,Negative
22/02/2019,Hirak Protest Movement,,,,,1055,2,22,February,2019,Algeria,Protest Movement,Algeria,Led to the resignation of President Abdelaziz Bouteflika after 20 years in power.,Algerians,Algerian protestors,Positive
14/03/2019,Cyclone Idai,,,,,1059,3,14,March,2019,Mozambique,Natural Disaster,"Mozambique, Zimbabwe, Malawi","One of the worst tropical cyclones on record in Africa, causing widespread destruction.","Mozambicans, Zimbabweans, Malawians",Climate,Negative
19/03/2019,Presidential Transition,,,,,634,3,19,March,2019,Kazakhstan,Political Change,NurUnknownSultan,"Nursultan Nazarbayev resigns after decades in power, KassymUnknownJomart Tokayev becomes president.",Kazakh citizens,"Nursultan Nazarbayev, KassymUnknownJomart Tokayev",Mixed
15/04/2019,NotreUnknownDame de Paris Fire,,,,,839,4,15,April,2019,France,Disaster,Paris,Destruction and damage to a historic landmark,Global and French population,Unknown,Negative
21/04/2019,2019 Easter Bombings,,,,,138,4,21,April,2019,Sri Lanka,Terrorism,"Colombo, others",A series of coordinated terrorist suicide bombings targeting churches and hotels.,"Christians, tourists",National Thowheeth Jama'ath,Negative
30/04/2019,Emperor Akihito's Abdication,,,,,307,4,30,April,2019,Japan,Historical,Tokyo,"Marked the first abdication of a Japanese emperor in over two centuries, leading to the Reiwa era.",Japanese population,Emperor Akihito,Positive
01/05/2019,Reiwa Era Begins,,,,,309,5,1,May,2019,Japan,Era Change,Japan,"The ascension of Emperor Naruhito marked the beginning of the Reiwa era, symbolizing harmony and peace.",Japanese population,Emperor Naruhito,Positive
30/07/2019,Triple Talaq Bill Passed,,,,,39,7,30,July,2019,India,Legislation,India,Made instant triple talaq a criminal offence,Muslim women,Parliament of India,Positive
30/07/2019,Abolition of Instant Triple Talaq,,,,,49,7,30,July,2019,India,Legal,Nationwide,Protected Muslim women's rights by making instant triple talaq illegal,Muslim women,Parliament of India,Positive
05/08/2019,Article 370 Revocation for Jammu & Kashmir,,,,,35,8,5,August,2019,India,Political,Jammu & Kashmir,Changed the special status and autonomy of J&K,Residents of J&K,Government of India,Mixed
24/10/2019,Exhumation of Francisco Franco,,,,,915,10,24,October,2019,Spain,Historical Reconciliation,Valle de los Caídos,Addressed historical memory issues,Spanish population,Spanish Government,Positive
09/11/2019,Supreme Court Verdict on Ayodhya,,,,,36,11,9,November,2019,India,Judiciary,Ayodhya,Paved the way for the construction of a Ram Temple,Hindu and Muslim communities,Supreme Court of India,Mixed
09/11/2019,Kartarpur Corridor Opening,,,,,99,11,9,November,2019,Pakistan,Diplomatic/Religious,Kartarpur,"A border corridor between Pakistan and India, allowing Sikh pilgrims visaUnknownfree access to a holy site.",Sikh community,Governments of Pakistan and India,Positive
12/12/2019,Citizenship Amendment Act (CAA) Implementation,,,,,57,12,12,December,2019,India,Legislation,Nationwide,Led to widespread protests due to concerns over citizenship criteria based on religion,Indian citizens,Government of India,Mixed
31/12/2019,Chinese Health officials inform the WHO about a cluster of 41 patients with a mysterious pneumonia. Most are connected to Huanan Seafood Wholesale Market.,,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
01/01/2020,Huanan Seafood Wholesale Market closes.,,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
03/01/2020,Qasem Soleimani death,Death,Iran,,,,,,,,,,,,,,
07/01/2020,Chinese authorities identify a new type of coronavirus (called novel coronavirus or nCoV).,,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
11/01/2020,China records its first death.,,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
13/01/2020,First coronavirus case outside of China is reported in Thailand.,,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
20/01/2020,"First US case is reported: a 35-year-old man in Snohomish County, Washington.",,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
23/01/2020,"Wuhan is placed under quarantine, Hubei province follows within days.",,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
30/01/2020,WHO declares a global public-health emergency.,,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
30/01/2020,WHO declares Covid-19 as global outbreak,Health,Global,,,,,,,,,,,,,,
31/01/2020,President Trump bans foreign nationals from entering the US if they were in China within the prior two weeks.,,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
31/01/2020,United Kingdom withdrawal from the European Union,Politics,UK,,,,,,,,,,,,,,
02/02/2020,First death outside China is recorded in the Philippines.,,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
05/02/2020,Donald Trump acquitted of impeachment charges,Justice,USA,,,,,,,,,,,,,,
07/02/2020,Chinese whistleblower Li Wenliang dies.,,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
08/02/2020,US citizen dies in Wuhan – first death of an American citizen.,,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
09/02/2020,"Death toll in China surpasses that of the 2002-2003 SARS epidemic, with 811 deaths recorded.",,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
11/02/2020,"WHO announces that the new coronavirus disease will be called ""COVID-19.""",,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
12/02/2020,Coronavirus cases start to spike in South Korea.,,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
19/02/2020,Iran outbreak begins.,,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3,,,,,,,,,,,,
